# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
IKZF3	IKZF3	NM_012481		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IKZF3	IKZF3	NM_183228		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IKZF3	IKZF3	NM_183229		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IKZF3	IKZF3	NM_183230		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IKZF3	IKZF3	NM_183231		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IKZF3	IKZF3	NM_183232		0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL10RB	IL10RB	NM_000628		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL10RB-AS1	IL10RB-AS1	NR_038974		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IL11RA	IL11RA	NM_001142784		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
IL11RA	IL11RA	NR_052010		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NM_001258214		0	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL12RB2	IL12RB2	NM_001258215		1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
IL12RB2	IL12RB2	NM_001258216		0	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL12RB2	IL12RB2	NM_001319233		0	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL12RB2	IL12RB2	NM_001559		1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
IL12RB2	IL12RB2	NR_047583		0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NR_047584		0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_001243539		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_001256765		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_001351095		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_001351096		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_001351097		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_002189		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NM_172200		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL15RA	IL15RA	NR_046362		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
IL17RA	IL17RA	NM_001289905		0	1	3	3	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0
IL17RA	IL17RA	NM_014339		0	1	3	3	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0
IL17RB	IL17RB	NM_018725		1	1	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
IL17RC	IL17RC	NM_001203263		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NM_001203264		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NM_001203265		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NM_032732		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NM_153460		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NM_153461		0	2	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
IL17RC	IL17RC	NR_037807		0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
IL17RE	IL17RE	NM_001193380		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	IL17RE	NM_153480		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	IL17RE	NM_153481		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	IL17RE	NM_153483		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	IL17RE	NR_104198		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IL18R1	IL18R1	NM_001282399		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL18R1	IL18R1	NM_003855		0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
IL18RAP	IL18RAP	NM_003853		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1R1	IL1R1	NM_000877		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001288706		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320978		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320980		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320981		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320982		0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320983		0	1	0	4	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320984		0	1	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320985		0	1	0	4	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
IL1R1	IL1R1	NM_001320986		0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
IL1R2	IL1R2	NM_001261419		1	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
IL1R2	IL1R2	NM_004633		1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
IL1R2	IL1R2	NR_048564		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
IL1RAP	IL1RAP	NM_001167928		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1RAP	IL1RAP	NM_001167929		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1RAP	IL1RAP	NM_001167930		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1RAP	IL1RAP	NM_001167931		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1RAP	IL1RAP	NM_002182		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL1RAP	IL1RAP	NM_134470		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278722		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278723		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278724		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_014432		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
IL22RA1	IL22RA1	NM_021258		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IL23R	IL23R	NM_144701		0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
IL2RA	IL2RA	NM_000417		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IL2RA	IL2RA	NM_001308242		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IL2RA	IL2RA	NM_001308243		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IL2RB	IL2RB	NM_000878		0	2	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0
IL2RB	IL2RB	NM_001346222		0	2	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0
IL2RB	IL2RB	NM_001346223		0	2	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	1	0
IL3	IL3	NM_000588		0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
IL3RA	IL3RA	NM_001267713		1	1	1	4	0	0	0	0	0	0	0	0	1	5	1	0	0	0	1	0	0	0	0	0
IL3RA	IL3RA	NM_002183		1	1	1	4	0	0	0	0	0	0	0	0	1	5	1	0	0	0	1	0	0	0	0	0
IL4R	IL4R	NM_000418		1	1	2	2	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0
IL4R	IL4R	NM_001257406		1	1	2	2	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0
IL4R	IL4R	NM_001257407		2	1	2	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0
IL4R	IL4R	NM_001257997		1	1	1	3	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0
IL5RA	IL5RA	NM_000564		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_001243099		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_175724		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_175725		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_175726		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_175727		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL5RA	IL5RA	NM_175728		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL6R	IL6R	NM_000565		0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
IL6R	IL6R	NM_001206866		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IL6R	IL6R	NM_181359		0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IL6ST	IL6ST	NM_001190981		1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
IL6ST	IL6ST	NM_002184		1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
IL6ST	IL6ST	NM_175767		0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
IL6ST	IL6ST	NR_120480		0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
IL7R	IL7R	NM_002185		0	0	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL7R	IL7R	NR_120485		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IL9R	IL9R	NM_002186		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
IL9R	IL9R	NM_176786		0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ILK	ILK	NM_001014794		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILK	ILK	NM_001014795		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILK	ILK	NM_001278441		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILK	ILK	NM_001278442		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILK	ILK	NM_004517		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ING1	ING1	NM_001267728		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ING1	ING1	NM_005537		0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ING1	ING1	NM_198217		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ING1	ING1	NM_198218		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ING1	ING1	NM_198219		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ING4	ING4	NM_001127582		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ING4	ING4	NM_001127583		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ING4	ING4	NM_001127584		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ING4	ING4	NM_001127585		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ING4	ING4	NM_001127586		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ING4	ING4	NM_016162		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
INHBA	INHBA	NM_002192		1	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
INHBA-AS1	INHBA-AS1	NR_027118		0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
INHBA-AS1	INHBA-AS1	NR_027119		0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
INPP4B	INPP4B	NM_001101669		0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0
INPP4B	INPP4B	NM_001331040		0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0
INPP4B	INPP4B	NM_003866		0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0
INS-IGF2	INS-IGF2	NM_001042376		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
INS-IGF2	INS-IGF2	NR_003512		0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
INSR	INSR	NM_000208		2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
INSR	INSR	NM_001079817		2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
INSRR	INSRR	NM_014215		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPO4	IPO4	NM_024658		0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IPO4	IPO4	NR_051979		0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IQCN	IQCN	NM_001145304		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IQCN	IQCN	NM_001145305		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IQCN	IQCN	NM_025249		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IQGAP1	IQGAP1	NM_003870		2	1	1	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	1
IQGAP2	IQGAP2	NM_001285460		0	4	5	8	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	4	0
IQGAP2	IQGAP2	NM_001285461		0	3	4	7	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	3	0
IQGAP2	IQGAP2	NM_001285462		0	3	4	7	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	3	0
IQGAP2	IQGAP2	NM_006633		0	4	5	8	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	4	0
IQGAP3	IQGAP3	NM_178229		0	4	3	9	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	4	0
IQSEC3	IQSEC3	NM_001170738		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
IQSEC3	IQSEC3	NM_015232		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
IRAK1	IRAK1	NM_001025242		0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
IRAK1	IRAK1	NM_001025243		0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
IRAK1	IRAK1	NM_001569		0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
IRAK2	IRAK2	NM_001570		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IRF4	IRF4	NM_001195286		0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IRF4	IRF4	NM_002460		0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IRF4	IRF4	NR_046000		0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
IRF5	IRF5	NM_001098627		0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
IRF5	IRF5	NM_001098629		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
IRF5	IRF5	NM_001098630		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
IRF5	IRF5	NM_001242452		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IRF5	IRF5	NM_001347928		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
IRF5	IRF5	NM_032643		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
IRF6	IRF6	NM_001206696		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IRF6	IRF6	NM_006147		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IRS1	IRS1	NM_005544		2	2	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
IRS2	IRS2	NM_003749		0	2	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
IRS4	IRS4	NM_003604		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NM_001301140		0	0	2	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NM_001301141		0	0	2	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NM_001320042		0	0	2	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NM_014301		0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NM_213595		0	0	2	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ISCU	ISCU	NR_135127		0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ITFG2	ITFG2	NR_147202		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ITK	ITK	NM_005546		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ITM2C	ITM2C	NM_001012514		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ITM2C	ITM2C	NM_001012516		0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ITM2C	ITM2C	NM_001287240		0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ITM2C	ITM2C	NM_001287241		0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ITM2C	ITM2C	NM_030926		0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ITPKA	ITPKA	NM_002220		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ITPKB	ITPKB	NM_002221		0	1	4	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
JAG2	JAG2	NM_002226		0	0	0	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
JAG2	JAG2	NM_145159		0	0	0	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
JAK1	JAK1	NM_001320923		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321852		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321853		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321854		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321855		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321856		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK1	JAK1	NM_001321857		3	1	1	2	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	1	0
JAK1	JAK1	NM_002227		3	2	1	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322194		0	2	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322195		0	2	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322196		0	2	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322198		0	2	0	3	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322199		0	2	0	3	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_001322204		0	2	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0
JAK2	JAK2	NM_004972		0	2	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0
JAK3	JAK3	NM_000215		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
JARID2	JARID2	NM_001267040		0	1	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0
JARID2	JARID2	NM_004973		0	1	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0
JAZF1	JAZF1	NM_175061		0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JAZF1-AS1	JAZF1-AS1	NR_034097		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JMJD1C	JMJD1C	NM_001282948		1	2	2	4	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_001318153		1	2	2	4	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_001318154		1	2	2	6	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_001322252		1	2	2	6	0	0	1	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_001322254		1	2	2	4	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_001322258		1	2	2	6	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NM_032776		1	2	2	6	0	0	1	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	2	0
JMJD1C	JMJD1C	NR_134512		0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0
JMJD1C-AS1	JMJD1C-AS1	NR_027182		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
JMJD4	JMJD4	NM_001161465		0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
JMJD4	JMJD4	NM_023007		0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
